"Index","MDLZ.BV_per_share","NRG.BV_per_share","IT.BV_per_share","NTAP.BV_per_share","XRAY.BV_per_share","MPWR.BV_per_share","AMP.BV_per_share","LMT.BV_per_share","URI.BV_per_share","LKQ.BV_per_share","PNR.BV_per_share","FRT.BV_per_share","EA.BV_per_share","CCI.BV_per_share","RF.BV_per_share","WEC.BV_per_share","WY.BV_per_share","UPS.BV_per_share","O.BV_per_share","SBAC.BV_per_share","ISRG.BV_per_share","REG.BV_per_share","PM.BV_per_share","CSCO.BV_per_share","MRO.BV_per_share","DG.BV_per_share","SBUX.BV_per_share","AMAT.BV_per_share","STT.BV_per_share","T.BV_per_share","NOC.BV_per_share","ED.BV_per_share","CLX.BV_per_share","ULTA.BV_per_share","AAL.BV_per_share","ES.BV_per_share","WAT.BV_per_share","PPL.BV_per_share","TSCO.BV_per_share","AES.BV_per_share","EXPE.BV_per_share","ZBH.BV_per_share","TRV.BV_per_share","DRI.BV_per_share","BRO.BV_per_share","NKE.BV_per_share","FITB.BV_per_share","CMA.BV_per_share","ARE.BV_per_share","LRCX.BV_per_share","CSX.BV_per_share","BMY.BV_per_share","TROW.BV_per_share","TEL.BV_per_share","DGX.BV_per_share","ANSS.BV_per_share","MTCH.BV_per_share","BKNG.BV_per_share","MGM.BV_per_share","WFC.BV_per_share","TAP.BV_per_share","SWKS.BV_per_share","BDX.BV_per_share","MCHP.BV_per_share","BR.BV_per_share","TRMB.BV_per_share","CBRE.BV_per_share","DUK.BV_per_share","POOL.BV_per_share","DFS.BV_per_share","PVH.BV_per_share","INTU.BV_per_share","HSIC.BV_per_share","GPN.BV_per_share","CF.BV_per_share","TER.BV_per_share","MMM.BV_per_share","NEM.BV_per_share","MA.BV_per_share","HOLX.BV_per_share","EW.BV_per_share","A.BV_per_share","APA.BV_per_share","ANTM.BV_per_share","GL.BV_per_share","NFLX.BV_per_share","TT.BV_per_share","AME.BV_per_share","NVR.BV_per_share","WMB.BV_per_share","HES.BV_per_share","NDAQ.BV_per_share","NWL.BV_per_share","PEP.BV_per_share","CB.BV_per_share","ALL.BV_per_share","PPG.BV_per_share","VZ.BV_per_share","CNP.BV_per_share","USB.BV_per_share","PRU.BV_per_share","CE.BV_per_share","F.BV_per_share","RL.BV_per_share","IRM.BV_per_share","JNPR.BV_per_share","FFIV.BV_per_share","BXP.BV_per_share","ADSK.BV_per_share","D.BV_per_share","AEE.BV_per_share","NTRS.BV_per_share","FDS.BV_per_share","PNW.BV_per_share","HD.BV_per_share","MU.BV_per_share","CMI.BV_per_share","ALK.BV_per_share","PWR.BV_per_share","CAH.BV_per_share","KO.BV_per_share","DAL.BV_per_share","PHM.BV_per_share","NDSN.BV_per_share","V.BV_per_share","AVB.BV_per_share","DXCM.BV_per_share","SEE.BV_per_share","GNRC.BV_per_share","PG.BV_per_share","SIVB.BV_per_share","VFC.BV_per_share","CDNS.BV_per_share","CTXS.BV_per_share","SCHW.BV_per_share","ATO.BV_per_share","DISCK.BV_per_share","BLK.BV_per_share","VMC.BV_per_share","EL.BV_per_share","ROST.BV_per_share","EQIX.BV_per_share","TMUS.BV_per_share","AXP.BV_per_share","FDX.BV_per_share","INTC.BV_per_share","AAP.BV_per_share","LOW.BV_per_share","AFL.BV_per_share","PAYX.BV_per_share","AMGN.BV_per_share","ACN.BV_per_share","TYL.BV_per_share","RCL.BV_per_share","WYNN.BV_per_share","GS.BV_per_share","VRSK.BV_per_share","WM.BV_per_share","ECL.BV_per_share","PH.BV_per_share","IVZ.BV_per_share","UAA.BV_per_share","MRK.BV_per_share","EMN.BV_per_share","CVX.BV_per_share","EMR.BV_per_share","AMZN.BV_per_share","SBNY.BV_per_share","HAS.BV_per_share","EIX.BV_per_share","UNP.BV_per_share","CHD.BV_per_share","VRTX.BV_per_share","RSG.BV_per_share","NSC.BV_per_share","RHI.BV_per_share","AON.BV_per_share","MS.BV_per_share","ILMN.BV_per_share","MAA.BV_per_share","MAR.BV_per_share","ESS.BV_per_share","EBAY.BV_per_share","FE.BV_per_share","HPQ.BV_per_share","KMB.BV_per_share","FCX.BV_per_share","CRM.BV_per_share","XOM.BV_per_share","MOH.BV_per_share","IDXX.BV_per_share","WST.BV_per_share","ETN.BV_per_share","AEP.BV_per_share","ALGN.BV_per_share","REGN.BV_per_share","SLB.BV_per_share","PFE.BV_per_share","HON.BV_per_share","SPG.BV_per_share","MAS.BV_per_share","TFC.BV_per_share","ADI.BV_per_share","LDOS.BV_per_share","EFX.BV_per_share","AAPL.BV_per_share","RTX.BV_per_share","BWA.BV_per_share","PKI.BV_per_share","WELL.BV_per_share","GILD.BV_per_share","KIM.BV_per_share","ITW.BV_per_share","EOG.BV_per_share","KR.BV_per_share","PGR.BV_per_share","OMC.BV_per_share","IEX.BV_per_share","HIG.BV_per_share","UNH.BV_per_share","MTB.BV_per_share","TDG.BV_per_share","SRE.BV_per_share","WHR.BV_per_share","HRL.BV_per_share","KEY.BV_per_share","DVN.BV_per_share","RE.BV_per_share","JPM.BV_per_share","MO.BV_per_share","MSI.BV_per_share","FTNT.BV_per_share","SYY.BV_per_share","GOOGL.BV_per_share","MDT.BV_per_share","DE.BV_per_share","DRE.BV_per_share","ABC.BV_per_share","VTRS.BV_per_share","WDC.BV_per_share","AZO.BV_per_share","BIIB.BV_per_share","PARA.BV_per_share","AMT.BV_per_share","ABT.BV_per_share","ROK.BV_per_share","DIS.BV_per_share","AVY.BV_per_share","DTE.BV_per_share"
"2010-12-31",20.56,33.66,1.95,NA,13.47,7.04,45.74,10.11,-0.33,4.86,22.41,18.13,7.06,9.5,13.32,16.39,8.61,8.14,15.64,2.76,5.82,21.39,2.18,NA,33.48,NA,2.71,NA,35.46,18.94,46.18,42,0.9,NA,-11.83,NA,11.64,17.54,6.41,13.22,19.98,29.51,58.62,NA,5.27,NA,17.68,32.81,54.04,16.91,2.61,9.2,12.74,16.5,23.75,16.69,NA,36.9,6,24.3,41.98,7.63,22.06,4.38,5.83,5.73,3.29,51.14,5.78,NA,NA,NA,13.12,NA,12.44,6.16,22.5,31.9,3.98,10.67,1.9,NA,63.75,63.04,22.53,0.79,NA,7.36,307.27,13.9,49.78,26.9,6.56,13.58,68.59,35.73,11.95,30.74,7.52,15.79,67.78,5.95,-0.17,35.48,9.76,12.58,13.32,35.41,NA,20.65,32.8,28.19,NA,34.71,NA,NA,25.26,7.69,15.62,15.52,6.83,1.07,5.59,NA,7.67,38.6,0.98,15.08,6.53,23.1,41.36,NA,1.04,13.66,5.18,25.1,21.95,200.64,30.77,6.1,NA,40.73,14.31,13.56,NA,8.97,12.68,NA,11.77,NA,25.69,NA,3.31,36.59,19.11,152.42,-0.67,13.87,9.17,32.21,20.35,1.25,18.43,11.51,52.71,13.69,15.22,22.84,11.76,35.28,18.07,6.57,2.48,20.46,29.85,5.71,25,43.26,9.46,15.5,4.32,43.4,11.79,29.37,NA,15.24,15.41,NA,30.66,15.82,5.01,9.39,21.78,28.33,4.95,5.9,23.1,11.02,13.78,19.23,4.54,23.76,NA,NA,14,2.12,24.24,10.28,16.64,32.18,3.82,12.7,19.23,20.13,NA,9.13,13.64,16.76,45.69,23.78,69.82,12.01,38.49,56.84,NA,12.92,44.62,115.45,45.04,2.49,32.67,1.56,6.87,71.96,NA,NA,11.86,10.82,8.29,22.24,NA,22.66,14.42,8.79,14.72,11.14,21.2,15.62,39.94
"2011-01-31",NA,NA,NA,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,11.87,NA,5.94,NA,NA,NA,NA,NA,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.42,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09,NA,NA,NA,NA,NA,11.64,NA,NA,NA,NA,NA,NA,NA,NA,7.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,NA,NA,NA,NA,NA,NA,13.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.11,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23,27.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.36,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,NA,NA,NA,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,9.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.09,NA,NA,NA,NA,4.06,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.37,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-31",21.33,31.74,2.16,NA,14.07,6.97,46.06,10.92,-0.47,5.09,23.19,19.63,7.7,9.56,13.23,16.83,8.74,8.35,16.64,1.88,6.31,21.56,2.42,NA,34.7,NA,2.89,NA,38.09,19.07,43.33,42.53,-0.62,NA,-11.84,NA,12.57,18.15,6.3,14.07,20.27,30.54,60.06,NA,5.42,NA,13.27,33.25,54.2,18.73,2.65,9.35,13.31,16.69,20.61,17.18,NA,34.73,5.97,25.46,43.09,7.94,23.31,4.78,5.66,6.07,3.54,51.52,5.19,NA,NA,NA,13.27,NA,13.42,6.63,23.77,34.12,4.05,10.92,1.97,NA,65.73,65.04,22.99,0.75,NA,7.8,309.9,15.13,53.33,28.57,7,14.97,69.33,36.91,12.63,31.41,7.69,16.26,68.19,7.28,0.65,34.97,10.13,12.91,13.78,36.46,NA,20.73,32.68,28.65,NA,34.2,NA,NA,26.49,8.15,15.87,16.15,7.13,0.9,5.49,NA,7.88,39.18,0.86,15.58,6.64,24.16,43.26,9.46,1.11,13.94,5.38,26.28,23.01,201.95,30.18,6.42,NA,42.46,14.72,14.54,NA,8.87,11.35,NA,11.79,NA,26.78,NA,3.38,38.15,20.98,139.92,-0.65,13.97,9.56,34.43,20.37,1.31,18.42,12.79,55.14,14.36,16.25,24.01,11.19,35.94,18.39,6.83,1.91,20.56,30.01,5.72,25.68,43.05,8.64,17.05,3.82,43.3,12.29,30.34,NA,14.48,16.99,NA,31.98,16.16,5.21,9.93,22.93,28.6,5.21,5.71,23.31,11.46,15.01,18.96,4.46,23.94,NA,NA,14.39,2.37,25.27,10.75,16.93,38.33,3.9,12.58,20.76,21.96,NA,9.64,14.17,17.77,47.18,24.67,70.69,13.35,39.34,60.16,NA,10.17,45.26,109.07,45.3,2.61,18.87,1.7,7.22,75.83,NA,NA,11.98,11.45,8.94,22.91,NA,23.48,14.51,8.84,15.9,12.87,21.73,16.44,40.37
"2011-04-30",NA,NA,NA,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,NA,12.36,NA,6.21,NA,NA,NA,NA,NA,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.66,9.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,NA,NA,NA,NA,NA,11.39,NA,NA,NA,NA,NA,NA,NA,NA,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.66,NA,NA,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.95,27.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.92,17.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38,NA,5.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.01,NA,NA,NA,NA,4.13,NA,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.02,NA,NA,NA,NA,NA,NA,NA,NA
"2011-06-30",22.15,35.56,2.24,NA,14.73,6.79,47.36,9.8,0.38,5.25,23.96,20.13,8.31,9.36,13.42,17.02,8.79,8.49,16.48,1.01,6.5,21.31,2.26,NA,23.4,NA,2.9,NA,39.76,19.26,43.7,42.51,-0.66,NA,-13.45,NA,13.41,18.92,6.57,13.85,21.99,31.6,59.61,NA,5.5,NA,13.7,34.15,56.04,19.99,2.72,9.5,13.3,17.53,21.81,17.8,NA,39.98,20.56,26.13,43.73,8.23,24.37,4.93,6.45,6.35,3.81,51.14,6.28,NA,NA,NA,13.94,NA,14.87,7.17,25.01,34.39,4.31,11.1,2.01,NA,69.48,66.76,23.91,0.91,NA,8.2,295.89,15.38,55.62,29.14,7.5,15.39,71.36,36.35,13.61,32.05,7.78,17.32,73.01,8.78,1.41,34.65,10.16,13.07,14.43,36.46,NA,20.53,32.88,29.15,NA,34.05,NA,NA,28.34,8.36,15.93,16.62,7.72,0.93,5.35,NA,7.98,39.23,1.81,16.06,6.85,24.59,46.74,9.74,1.23,14.17,5.57,25.87,23.8,182.67,29.96,6.71,NA,43.89,15.23,15.26,NA,9.22,10.32,NA,12.83,NA,27.72,NA,3.29,38.46,21.91,142.47,-0.87,14.02,10.1,35.39,20.4,1.35,18.79,13.59,58.13,14.73,17.1,25.55,10.88,36.09,18.76,7.1,1.99,20.36,30.56,5.64,25.91,35.33,9.4,17.24,3.22,44.34,12.58,30.96,NA,14.93,18.04,NA,33.29,16.63,5.36,10.15,24,28.91,5.49,5.22,23.77,11.4,15.57,18.97,4.42,24.46,NA,NA,14.73,2.67,26.12,11.4,17.3,37.97,4,12.56,21.21,22.49,NA,9.88,14.41,18.21,48.68,25.6,73.63,14.67,41.55,59.2,NA,10.21,51.26,113.21,46.77,2.24,19.89,1.88,7.95,80.56,NA,NA,11.69,11.77,9.11,23.55,NA,24.97,14.89,9.09,17.01,13.25,22.48,17.05,40.3
"2011-07-31",NA,NA,NA,10.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,12.81,NA,6.49,NA,NA,NA,NA,NA,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.14,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,NA,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,NA,NA,NA,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,13.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.59,NA,NA,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.41,28.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.47,18.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-08-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.88,NA,NA,NA,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43,NA,NA,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.57,NA,NA,NA,NA,4.25,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.27,NA,NA,NA,NA,NA,NA,NA,NA
"2011-09-30",20.77,34.28,2.04,NA,13.37,7.04,48.36,9.1,0.88,5.39,23.32,20.84,7.65,9.2,13.71,17.17,8.93,8.16,17.08,0.06,6.75,21.18,1.4,NA,23.8,NA,2.95,NA,39.85,19.22,45.01,43.26,-0.58,NA,-14.42,NA,12.94,19.24,6.6,12.8,22.58,31.09,60.98,NA,5.64,NA,14.2,34.94,55.56,19.57,2.62,9.73,12.93,17.66,22.52,18.33,NA,48.01,20.35,26.41,42.36,8.63,22.48,4.98,6.41,6.35,4.14,51.58,6.4,NA,NA,NA,13.98,NA,13.22,7.44,24.84,33.76,4.71,11.2,1.98,NA,72.66,67.92,27.29,1.06,NA,8.53,268.45,15.74,55.65,28.2,6.56,15.31,70.6,35.9,12.65,30.91,9.88,17.89,79.89,9.33,1.59,36.74,9.18,13.2,13.97,36.47,NA,20.41,33.66,29.68,NA,36.66,NA,NA,28.74,8.87,16.06,16.55,7.38,1.44,5.03,NA,8.14,43.74,1.68,15.8,7.42,23.86,50.67,10.13,1.38,14.28,6.03,24.98,24.23,179.39,29.92,6.44,NA,42.7,15.62,15.48,NA,9.01,10.73,NA,13.62,NA,26.8,NA,2.18,38.85,22.9,142.28,-0.97,13.63,10.65,33.85,19.88,1.48,18.87,13.89,61.1,14.28,17.07,29.57,10.67,36.97,19.2,7.26,3.33,20.54,30.51,5.54,25.61,36.36,8.53,17.93,1.28,45.25,12.53,31.12,NA,13.89,19.04,NA,33.84,17.11,5.21,10.08,23.18,30.35,5.82,4.63,23.56,11.78,15.21,18.76,4.28,25.16,NA,NA,14.73,2.94,26.03,11.24,17.2,37.44,4.12,12.16,20.39,23.24,NA,9.37,14.18,18.1,51.13,26.44,74.64,16.11,41.6,57.07,NA,10.41,51.82,113.25,47.98,2.15,18.92,2.06,7.92,84.68,NA,NA,10.97,10.98,8.19,24.46,NA,25.66,15.09,8.51,15.85,12.32,21.92,16.48,41.41
"2011-10-31",NA,NA,NA,10.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,NA,13.31,NA,6.74,NA,NA,NA,NA,NA,8.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.06,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,NA,NA,NA,NA,NA,11.53,NA,NA,NA,NA,NA,NA,NA,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,NA,NA,NA,NA,NA,NA,13.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.59,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.74,27.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86,16.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34,NA,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.89,NA,NA,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.21,NA,NA,NA,NA,4.3,NA,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.26,NA,NA,NA,NA,NA,NA,NA,NA
"2011-12-31",19.98,34.8,1.95,NA,13.3,7.18,43.68,3.12,1.64,5.59,20.76,19.52,6.8,9.46,13.11,17.33,7.95,7.38,16.93,-0.1,7.48,20.87,0.32,NA,24.37,NA,3.17,NA,39.8,17.85,40.71,43.19,-1.53,NA,-21.21,NA,13.78,19.18,7.07,12.71,17.26,30.98,62.31,NA,5.73,NA,14.41,34.8,55.5,20.6,2.69,9.42,13.51,17.83,23.6,18.94,NA,51.69,20.22,26.92,41.01,8.85,22.5,5.05,6.33,6.42,4.32,51.38,5.91,NA,NA,NA,13.53,NA,15.08,8.2,22.82,31.88,4.63,11.26,1.95,NA,75.48,68.62,25.58,1.66,NA,8.53,276.18,4.38,54.69,28.73,6.43,13.35,72.22,36.58,11.34,30.31,9.91,18.31,74.12,8.57,3.82,38.24,7.29,13.47,14.78,36.55,NA,20.18,33.26,29.53,NA,35.98,NA,NA,30.37,8.27,16.12,17.15,7.05,-1.65,5.07,NA,8.4,46.25,1.55,15.37,11.37,23.56,51.72,NA,1.51,14.69,6.07,25.2,24.98,182.5,29.34,6.82,NA,41.83,16.15,16.15,NA,9.18,11.65,NA,13.88,NA,23.92,NA,2.61,38.74,17.78,144.97,-0.6,13.88,19.66,34.83,20.49,1.59,18.73,13.88,61.67,14.06,17.05,30.49,11.02,34.03,19.35,7.17,4.44,20.77,30,5.63,25,36.37,8.81,19.08,-2.35,45.98,13.94,31.8,NA,13.97,19.57,NA,33.96,16.48,4.9,9.72,22.4,30.34,6.23,5.23,23.53,10.91,14.07,18.87,2.13,25.07,NA,NA,14.4,3.45,25.15,11.3,16.28,37.86,4.56,11.99,20.75,23.49,NA,9.47,14.56,18.18,48.55,27.23,73.77,17.53,42.41,56.32,NA,10.41,53.04,112.99,48.66,1.8,16.54,2.31,8.03,89.48,NA,NA,10.99,11.24,8.21,25.2,NA,26.55,15.22,8.66,15.62,13.03,21.44,15.61,41.67
