"Index","MDLZ.BV_per_share","NRG.BV_per_share","IT.BV_per_share","NTAP.BV_per_share","XRAY.BV_per_share","MPWR.BV_per_share","AMP.BV_per_share","LMT.BV_per_share","URI.BV_per_share","LKQ.BV_per_share","PNR.BV_per_share","FRT.BV_per_share","EA.BV_per_share","CCI.BV_per_share","RF.BV_per_share","WEC.BV_per_share","WY.BV_per_share","UPS.BV_per_share","O.BV_per_share","SBAC.BV_per_share","ISRG.BV_per_share","REG.BV_per_share","PM.BV_per_share","CSCO.BV_per_share","MRO.BV_per_share","DG.BV_per_share","SBUX.BV_per_share","AMAT.BV_per_share","STT.BV_per_share","T.BV_per_share","NOC.BV_per_share","ED.BV_per_share","CLX.BV_per_share","ULTA.BV_per_share","AAL.BV_per_share","ES.BV_per_share","WAT.BV_per_share","PPL.BV_per_share","TSCO.BV_per_share","AES.BV_per_share","EXPE.BV_per_share","ZBH.BV_per_share","TRV.BV_per_share","DRI.BV_per_share","BRO.BV_per_share","NKE.BV_per_share","FITB.BV_per_share","CMA.BV_per_share","ARE.BV_per_share","LRCX.BV_per_share","CSX.BV_per_share","BMY.BV_per_share","TROW.BV_per_share","TEL.BV_per_share","DGX.BV_per_share","ANSS.BV_per_share","MTCH.BV_per_share","BKNG.BV_per_share","MGM.BV_per_share","WFC.BV_per_share","TAP.BV_per_share","SWKS.BV_per_share","BDX.BV_per_share","MCHP.BV_per_share","BR.BV_per_share","TRMB.BV_per_share","CBRE.BV_per_share","DUK.BV_per_share","POOL.BV_per_share","DFS.BV_per_share","PVH.BV_per_share","INTU.BV_per_share","HSIC.BV_per_share","GPN.BV_per_share","CF.BV_per_share","TER.BV_per_share","MMM.BV_per_share","NEM.BV_per_share","MA.BV_per_share","HOLX.BV_per_share","EW.BV_per_share","A.BV_per_share","APA.BV_per_share","ANTM.BV_per_share","GL.BV_per_share","NFLX.BV_per_share","TT.BV_per_share","AME.BV_per_share","NVR.BV_per_share","WMB.BV_per_share","HES.BV_per_share","NDAQ.BV_per_share","NWL.BV_per_share","PEP.BV_per_share","CB.BV_per_share","ALL.BV_per_share","PPG.BV_per_share","VZ.BV_per_share","CNP.BV_per_share","USB.BV_per_share","PRU.BV_per_share","CE.BV_per_share","F.BV_per_share","RL.BV_per_share","IRM.BV_per_share","JNPR.BV_per_share","FFIV.BV_per_share","BXP.BV_per_share","ADSK.BV_per_share","D.BV_per_share","AEE.BV_per_share","NTRS.BV_per_share","FDS.BV_per_share","PNW.BV_per_share","HD.BV_per_share","MU.BV_per_share","CMI.BV_per_share","ALK.BV_per_share","PWR.BV_per_share","CAH.BV_per_share","KO.BV_per_share","DAL.BV_per_share","PHM.BV_per_share","NDSN.BV_per_share","V.BV_per_share","AVB.BV_per_share","DXCM.BV_per_share","SEE.BV_per_share","GNRC.BV_per_share","PG.BV_per_share","SIVB.BV_per_share","VFC.BV_per_share","CDNS.BV_per_share","CTXS.BV_per_share","SCHW.BV_per_share","ATO.BV_per_share","DISCK.BV_per_share","BLK.BV_per_share","VMC.BV_per_share","EL.BV_per_share","ROST.BV_per_share","EQIX.BV_per_share","TMUS.BV_per_share","AXP.BV_per_share","FDX.BV_per_share","INTC.BV_per_share","AAP.BV_per_share","LOW.BV_per_share","AFL.BV_per_share","PAYX.BV_per_share","AMGN.BV_per_share","ACN.BV_per_share","TYL.BV_per_share","RCL.BV_per_share","WYNN.BV_per_share","GS.BV_per_share","VRSK.BV_per_share","WM.BV_per_share","ECL.BV_per_share","PH.BV_per_share","IVZ.BV_per_share","UAA.BV_per_share","MRK.BV_per_share","EMN.BV_per_share","CVX.BV_per_share","EMR.BV_per_share","AMZN.BV_per_share","SBNY.BV_per_share","HAS.BV_per_share","EIX.BV_per_share","UNP.BV_per_share","CHD.BV_per_share","VRTX.BV_per_share","RSG.BV_per_share","NSC.BV_per_share","RHI.BV_per_share","AON.BV_per_share","MS.BV_per_share","ILMN.BV_per_share","MAA.BV_per_share","MAR.BV_per_share","ESS.BV_per_share","EBAY.BV_per_share","FE.BV_per_share","HPQ.BV_per_share","KMB.BV_per_share","FCX.BV_per_share","CRM.BV_per_share","XOM.BV_per_share","MOH.BV_per_share","IDXX.BV_per_share","WST.BV_per_share","ETN.BV_per_share","AEP.BV_per_share","ALGN.BV_per_share","REGN.BV_per_share","SLB.BV_per_share","PFE.BV_per_share","HON.BV_per_share","SPG.BV_per_share","MAS.BV_per_share","TFC.BV_per_share","ADI.BV_per_share","LDOS.BV_per_share","EFX.BV_per_share","AAPL.BV_per_share","RTX.BV_per_share","BWA.BV_per_share","PKI.BV_per_share","WELL.BV_per_share","GILD.BV_per_share","KIM.BV_per_share","ITW.BV_per_share","EOG.BV_per_share","KR.BV_per_share","PGR.BV_per_share","OMC.BV_per_share","IEX.BV_per_share","HIG.BV_per_share","UNH.BV_per_share","MTB.BV_per_share","TDG.BV_per_share","SRE.BV_per_share","WHR.BV_per_share","HRL.BV_per_share","KEY.BV_per_share","DVN.BV_per_share","RE.BV_per_share","JPM.BV_per_share","MO.BV_per_share","MSI.BV_per_share","FTNT.BV_per_share","SYY.BV_per_share","GOOGL.BV_per_share","MDT.BV_per_share","DE.BV_per_share","DRE.BV_per_share","ABC.BV_per_share","VTRS.BV_per_share","WDC.BV_per_share","AZO.BV_per_share","BIIB.BV_per_share","PARA.BV_per_share","AMT.BV_per_share","ABT.BV_per_share","ROK.BV_per_share","DIS.BV_per_share","AVY.BV_per_share","DTE.BV_per_share"
"2015-04-30",NA,NA,NA,11.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,NA,18.13,NA,6.78,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.76,8.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77,NA,NA,NA,NA,NA,7.09,NA,NA,NA,NA,NA,NA,NA,NA,13.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,NA,NA,NA,NA,NA,NA,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.04,NA,NA,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.44,24.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.42,NA,7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82,NA,NA,12.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.09,NA,NA,NA,NA,4.94,NA,9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.6,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-30",15.35,37.26,-2.05,NA,16.57,8.95,50.33,9.6,15.23,9.7,25.29,25.2,10.73,22.18,12.7,27.05,9.58,2.2,25.48,-8.84,11.39,20.33,-7.62,NA,29.86,NA,3.93,NA,52.73,16.85,32.76,47.46,0.92,NA,5.36,32.6,23.49,14.85,10.19,10.38,16.84,49.81,77.51,NA,7.5,NA,19.3,42.18,53.35,33.72,3.92,9.22,19.3,22.62,30.17,24.89,NA,167.37,16.3,37.06,41.1,15.93,34.5,5.18,7.85,9.09,7.52,57.58,6.03,25.75,NA,NA,17.13,NA,19.26,9.76,21.02,26.97,5.68,7.95,3.55,NA,46.97,88.17,34.38,4.77,NA,14.26,313.32,25.6,73.51,33.84,6.66,11.18,91.27,52.98,19.41,3.17,10.58,25.6,93.58,22.73,6.64,44.42,3.43,11.05,18.69,52.05,NA,21.64,28.47,37.57,NA,40.84,NA,NA,45.99,17.33,20.44,19.07,6.59,12.02,12.98,NA,12.92,69.31,2.13,5.14,7.48,23.23,61.98,11.67,4.8,13.89,9.45,31.96,12.75,169.7,31.79,9.75,NA,38.67,19.7,21.84,NA,12.14,31.27,NA,19.76,NA,36.21,NA,11.83,37.83,-1.09,202.54,7.39,11.97,23.31,36.86,21.19,3.28,16.52,25.87,82.84,13.27,25.15,53.06,11.44,40.97,24.14,7.54,4.29,22.23,40.07,7.56,23.07,38.9,12.4,41.69,-11.35,97.55,16.26,29.66,NA,2.04,17.36,NA,42.94,26.1,0.09,13.74,33.8,35.56,9.61,32.21,30.19,10.89,23.79,17.41,0.39,34.26,NA,12.76,18.67,5.51,35.86,16.58,18.71,42.79,11.29,12.43,14.49,31.74,NA,12.56,12.69,18.72,43.78,34.68,95.2,-21.85,50.3,74.97,NA,12.57,49.03,174.84,65.22,1.41,8.82,4.41,8.85,163.07,NA,NA,9.53,7.28,19.47,40.08,NA,53.46,12.32,17.42,15.52,19.06,31.57,11.98,47.68
"2015-07-31",NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.74,NA,18.39,NA,6.64,NA,NA,NA,NA,NA,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.36,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,NA,NA,NA,NA,NA,6.73,NA,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,9.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24,NA,NA,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.36,23.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-08-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.92,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.87,NA,NA,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.12,NA,NA,NA,NA,4.97,NA,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.49,NA,NA,NA,NA,NA,NA,NA,NA
"2015-09-30",18.82,37.03,-1.93,NA,16.32,8.96,50.4,9.16,16.13,9.94,25.16,25.6,10.12,21.69,13,27.6,9.55,2.19,25.47,-13.46,12.26,20.35,-7.89,NA,28.56,NA,3.92,NA,53.32,19.96,31.16,48.35,0.92,NA,5.88,32.46,24.11,15.22,9.93,9.58,19.31,49.06,79,NA,7.75,NA,19.94,43.02,51.88,35.02,3.99,9.2,18.57,24.33,32.09,24.85,NA,169.93,16.41,37.98,39.29,16.6,34,5.24,7.81,8.81,7.75,57.95,6.13,26.32,NA,NA,17.64,NA,19.17,9.87,19.85,27.53,5.6,7.36,3.75,NA,31.67,89.02,34.62,5.07,NA,13.94,311.52,24.38,78.17,33.8,6.7,9.29,89.88,52.57,19.3,3.57,9.43,26.1,95.16,21.79,6.92,44.99,2.94,11.51,18.77,52.5,NA,22.31,29.5,37.99,NA,43.22,NA,NA,45.76,18.67,19.62,19.84,6.05,13.15,13.09,NA,13.47,71.81,2.38,2.24,7.03,23.14,64.37,12.58,4.65,13.27,10.02,31.48,13.12,172.17,32.73,9.45,NA,25.99,19.92,21.66,NA,12.07,32.95,NA,20.18,NA,37.05,NA,12.71,37.53,-0.6,204.96,7.77,11.77,23.17,35.7,20.89,3.56,16.3,26.63,82.86,12.42,26.5,55.44,12.37,41.8,24.07,7.82,4.38,22.44,40.62,7.59,21.69,39.43,13.23,42.07,-13.94,97.06,5.4,29.85,NA,0.76,13.36,NA,42.48,27.07,-0.43,13.8,33.3,36.08,10.03,31.69,30.28,10.87,23.22,17.22,0.08,34.95,NA,13.25,19.17,5.35,36.13,16.9,18.36,42.88,12.38,12.32,14,24.17,NA,12.76,11.99,18.6,44.26,34.76,96.96,-19.34,49.98,74.22,NA,12.83,38.74,173.76,66.75,1.47,-1.69,4.61,8.9,169.03,NA,NA,9.59,2.98,19.96,40.42,NA,47.41,12.4,15.78,14.22,17.05,30.41,11.56,49.22
"2015-10-31",NA,NA,NA,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,18.37,NA,6.56,NA,NA,NA,NA,NA,21.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.38,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,NA,NA,NA,NA,NA,6.01,NA,NA,NA,NA,NA,NA,NA,NA,11.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,NA,NA,NA,NA,NA,NA,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.17,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.52,NA,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,NA,NA,12.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.39,NA,NA,NA,NA,5.15,NA,9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.74,NA,NA,NA,NA,NA,NA,NA,NA
"2015-12-31",17.78,17.3,-1.61,NA,16.7,9.29,48.99,10.22,16.08,10.19,22.21,25.64,9.72,21.24,12.98,27.51,9.54,2.81,26.17,-13.57,12.83,21.52,-7.41,NA,27.4,NA,4.03,NA,52.88,20.12,30.46,48.37,1.53,NA,9.02,32.64,25.27,14.72,10.38,9.25,32.81,48.79,79.75,NA,7.73,NA,20.21,43.03,58.99,36.14,4.03,8.68,19.01,22.83,32.96,24.9,NA,177.29,13.75,38.08,38.28,18.18,34.1,5.22,7.95,8.86,8.26,57.81,5.99,26.74,NA,NA,17.51,NA,18.82,9.65,18.82,26.98,5.43,7.64,3.87,NA,25.1,88.21,33.14,5.2,NA,13.82,318.47,21.66,71.32,34.13,6.84,8.31,89.77,52.56,18.99,4.38,8.04,26.83,93.77,19.27,7.08,45.29,2.5,11.91,18.36,51.35,NA,22.82,29.22,37.97,NA,42.53,NA,NA,44.46,19.26,19.33,20.39,5.96,13.93,13.63,NA,13.46,71.83,2.71,2.69,7.06,23.03,64.59,NA,4.45,12.83,10.15,32.05,13.3,174.84,33.45,9.79,NA,44.21,20.23,21.33,NA,12.93,33.56,NA,20.86,NA,37.25,NA,23.36,36.99,0.22,206.75,8.1,12,23.58,35.55,20.83,3.86,16.1,27.21,81.73,11.66,28.42,56.81,13.33,41.09,24.38,7.78,4.44,22.5,40.93,7.65,22.46,39.68,12.61,41.88,-14.01,96.93,5.55,29.33,NA,0.11,9.67,NA,42.54,27.8,-0.93,14.16,33.2,36.46,10.67,34.92,28.59,10.53,23.91,16.86,0.18,35.04,NA,14.83,19.8,5.78,34.41,16.56,18.84,42.78,13.44,12.53,14.37,23.54,NA,12.49,12.05,18.86,43.91,35.39,101.36,-18,50.72,73.69,NA,12.87,26.29,178.21,67.58,1.47,-0.55,4.41,6.96,175.07,NA,NA,9.28,6.3,19.91,41.19,NA,42.89,12.02,15.84,14.48,17.02,28.35,10.73,49.01
"2016-01-31",NA,NA,NA,10.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,18.76,NA,6.34,NA,NA,NA,NA,NA,22.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.86,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA,5.04,NA,NA,NA,NA,NA,NA,NA,NA,11.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,NA,NA,NA,NA,NA,NA,8.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,NA,NA,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.27,20.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.14,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,12.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.37,NA,NA,NA,NA,5.2,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.85,NA,NA,NA,NA,NA,NA,NA,NA
"2016-03-31",17.92,17.09,-1.37,NA,35.8,9.49,42.52,10.45,16.79,10.55,22.6,27.79,11.28,21.19,13.5,28.03,13.54,2.81,25.89,-12.99,13.85,21.42,-7.02,NA,22.82,NA,3.48,NA,54.42,20.21,31.08,48.71,2,NA,8.04,32.91,25.97,14.43,10.15,9.38,31.36,48.52,82.65,NA,7.84,NA,21.23,43.66,57.26,36.85,4.05,8.76,19.2,20.72,33.09,25.39,26.45,182.37,13.92,39.11,46.2,18.63,36.13,5.27,7.68,9.1,8.55,57.97,4.9,27.32,NA,NA,17.77,NA,30.87,9.8,19.41,26.87,5,7.31,3.62,NA,9.39,89.59,36.27,5.41,NA,14.12,322.67,20.83,68.31,34.63,6.63,7.77,98.86,54.24,19.72,4.93,8.14,27.36,111.17,21.01,7.32,45.16,2.46,12.01,17.63,51.62,NA,23.48,28.9,38.71,NA,42.65,NA,NA,42.61,19.81,19.78,20.64,5.8,14.58,13.78,NA,13.43,71.79,2.77,2.85,7.13,22.48,67.91,11.74,4.1,13.38,10.98,32.72,13.23,174.03,33.15,10.35,NA,69.41,20.81,21.8,NA,12.97,35.75,NA,24.11,NA,38.18,NA,21.94,36.54,0.8,207.96,7.68,11.94,22.68,37.33,19.08,4,15.85,28.99,80.37,12.04,31.26,62.85,12.87,41.84,24.35,7.49,4.51,22.54,41.33,7.96,20.19,39.82,14.07,41.52,-14.43,95.39,5.53,29.35,NA,0.91,6.37,NA,43.04,27.89,-0.82,14.69,33.98,36.93,11.13,35.86,28.48,10.44,24.11,17.33,0.26,36.09,NA,15.31,21.28,5.95,35.73,17.28,18.8,42.04,10.4,12.71,14.53,22.55,NA,12.97,12.23,19.61,45.78,36.76,102.24,-18.16,51.1,74.95,NA,13.14,20.05,184.92,68.41,1.4,-0.78,4.33,7.03,179.92,NA,NA,9.22,9.78,20.91,41.24,NA,47.15,12.08,16.49,14.19,17,28.24,10.85,49.66
"2016-04-30",NA,NA,NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39,NA,18.99,NA,6.03,NA,NA,NA,NA,NA,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.04,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,NA,NA,NA,5.09,NA,NA,NA,NA,NA,NA,NA,NA,12.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36,NA,NA,NA,NA,NA,NA,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,NA,NA,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.21,22.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
